label,L_x0,L_y0,L_z0,L_x1,L_y1,L_z1,L_x2,L_y2,L_z2,L_x3,L_y3,L_z3,L_x4,L_y4,L_z4,L_x5,L_y5,L_z5,L_x6,L_y6,L_z6,L_x7,L_y7,L_z7,L_x8,L_y8,L_z8,L_x9,L_y9,L_z9,L_x10,L_y10,L_z10,L_x11,L_y11,L_z11,L_x12,L_y12,L_z12,L_x13,L_y13,L_z13,L_x14,L_y14,L_z14,L_x15,L_y15,L_z15,L_x16,L_y16,L_z16,L_x17,L_y17,L_z17,L_x18,L_y18,L_z18,L_x19,L_y19,L_z19,L_x20,L_y20,L_z20,R_x0,R_y0,R_z0,R_x1,R_y1,R_z1,R_x2,R_y2,R_z2,R_x3,R_y3,R_z3,R_x4,R_y4,R_z4,R_x5,R_y5,R_z5,R_x6,R_y6,R_z6,R_x7,R_y7,R_z7,R_x8,R_y8,R_z8,R_x9,R_y9,R_z9,R_x10,R_y10,R_z10,R_x11,R_y11,R_z11,R_x12,R_y12,R_z12,R_x13,R_y13,R_z13,R_x14,R_y14,R_z14,R_x15,R_y15,R_z15,R_x16,R_y16,R_z16,R_x17,R_y17,R_z17,R_x18,R_y18,R_z18,R_x19,R_y19,R_z19,R_x20,R_y20,R_z20,L_xshoulder,L_yshoulder,L_zshoulder,L_xelbow,L_yelbow,L_zelbow,L_xwrist,L_ywrist,L_zwrist,R_xshoulder,R_yshoulder,R_zshoulder,R_xelbow,R_yelbow,R_zelbow,R_xwrist,R_ywrist,R_zwrist
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3769221007823944,0.7478663921356201,-3.023082513209374e-07,0.43814757466316223,0.636906623840332,0.034051313996315,0.4584016799926758,0.5407037734985352,0.047948725521564484,0.4724876284599304,0.46125534176826477,0.04492157697677612,0.48347219824790955,0.4046206474304199,0.03976745903491974,0.4345216155052185,0.4713696241378784,0.06773099303245544,0.4527134895324707,0.3970271348953247,0.06253695487976074,0.4655330777168274,0.3841187357902527,0.053042493760585785,0.47489404678344727,0.3653126358985901,0.04545898735523224,0.4100283682346344,0.47431010007858276,0.03781437873840332,0.4350038766860962,0.3993285298347473,0.015718355774879456,0.4529210329055786,0.43602651357650757,-0.0016811914974823594,0.46332791447639465,0.47660285234451294,-0.007477487437427044,0.3788786828517914,0.48479586839675903,0.006102472543716431,0.405965119600296,0.4154249131679535,-0.016605686396360397,0.42267411947250366,0.4624791145324707,-0.021704550832509995,0.4289608895778656,0.5140035152435303,-0.017841998487710953,0.34134167432785034,0.5034960508346558,-0.023754103109240532,0.35818833112716675,0.4378993511199951,-0.03604167699813843,0.37763527035713196,0.4415905773639679,-0.03517644852399826,0.39138346910476685,0.4593336880207062,-0.031003320589661598,0.8560702204704285,0.9082770943641663,-0.2626330554485321,0.0,0.0,0.0,0.0,0.0,0.0,0.3973243236541748,0.9184034466743469,-0.169361412525177,0.18456080555915833,1.2094366550445557,-1.0676511526107788,0.365070104598999,0.7064642310142517,-2.272057294845581
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37704065442085266,0.6774048805236816,-1.4328789177397994e-07,0.42498597502708435,0.5836034417152405,-0.006914988160133362,0.4306650459766388,0.4874371290206909,-0.010134921409189701,0.42130008339881897,0.40888673067092896,-0.021153610199689865,0.4130285382270813,0.3340025544166565,-0.029629740864038467,0.4074974060058594,0.4495774209499359,0.015012675896286964,0.4234532415866852,0.3739210367202759,-0.016934875398874283,0.44028836488723755,0.41221049427986145,-0.035710226744413376,0.4502318203449249,0.4605141282081604,-0.039904315024614334,0.37638577818870544,0.45794662833213806,0.005945742595940828,0.39666733145713806,0.40047675371170044,-0.028693510219454765,0.4099556505680084,0.4667220711708069,-0.03946862742304802,0.41481977701187134,0.5273516774177551,-0.03723564371466637,0.34303274750709534,0.4715045690536499,-0.00917536299675703,0.3682110905647278,0.4236830770969391,-0.044673748314380646,0.38195639848709106,0.4978896379470825,-0.04047289863228798,0.38496068120002747,0.5642801523208618,-0.025251733139157295,0.30752134323120117,0.4902811050415039,-0.02585098147392273,0.3270252048969269,0.42723506689071655,-0.0459255576133728,0.3492179811000824,0.4526897072792053,-0.03956575691699982,0.36079850792884827,0.4921659231185913,-0.027378780767321587,0.847100555896759,0.9084802269935608,-0.37959596514701843,0.0,0.0,0.0,0.0,0.0,0.0,0.36989712715148926,0.9172173738479614,-0.4582642912864685,0.1848086416721344,1.179471731185913,-1.4730106592178345,0.36507928371429443,0.7098104357719421,-2.61226749420166
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3918451964855194,0.6647568941116333,-2.7351015319254657e-07,0.4349212646484375,0.5844561457633972,-0.010945102199912071,0.4407925009727478,0.4902147948741913,-0.01374569721519947,0.42785418033599854,0.4167432188987732,-0.022770462557673454,0.41222885251045227,0.35100826621055603,-0.02879909798502922,0.41623032093048096,0.45988792181015015,0.011888347566127777,0.4359229505062103,0.3874586224555969,-0.02103629894554615,0.4499472975730896,0.4253970682621002,-0.03970985859632492,0.4561452567577362,0.4714643657207489,-0.042983874678611755,0.386135071516037,0.4661738872528076,0.005899888928979635,0.40905317664146423,0.40762507915496826,-0.03131570294499397,0.4176943302154541,0.47453874349594116,-0.04246876388788223,0.42170262336730957,0.5343608856201172,-0.038147296756505966,0.3518100082874298,0.4759281873703003,-0.006555650848895311,0.3775196671485901,0.43476107716560364,-0.04621703922748566,0.38599687814712524,0.5109273195266724,-0.046486854553222656,0.3870794177055359,0.5757874250411987,-0.03160053491592407,0.31535059213638306,0.4907580316066742,-0.020136388018727303,0.33739346265792847,0.42786547541618347,-0.04029037058353424,0.36215338110923767,0.4503394663333893,-0.034982308745384216,0.3774600327014923,0.48858705163002014,-0.022854026407003403,0.8449934124946594,0.9084838032722473,-0.4151487946510315,0.0,0.0,0.0,0.0,0.0,0.0,0.3662148714065552,0.9161090850830078,-0.48490309715270996,0.19081340730190277,1.1806687116622925,-1.4841288328170776,0.36691972613334656,0.7113317251205444,-2.650608539581299
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4114057123661041,0.6564933061599731,-2.9704995085921837e-07,0.45396706461906433,0.587104082107544,-0.014256531372666359,0.4622424840927124,0.4907558560371399,-0.01688358560204506,0.4517630934715271,0.41569700837135315,-0.024075381457805634,0.4402467906475067,0.3502638339996338,-0.028251206502318382,0.4350716173648834,0.45818257331848145,0.009563596919178963,0.4598529040813446,0.3934670090675354,-0.023930445313453674,0.4695819616317749,0.4364922046661377,-0.042201172560453415,0.4708797335624695,0.48384568095207214,-0.04523229971528053,0.40343815088272095,0.4638853073120117,0.005278923083096743,0.4285607933998108,0.406911164522171,-0.03318893164396286,0.43417176604270935,0.4783833622932434,-0.0440826453268528,0.4351898729801178,0.540035605430603,-0.03905964642763138,0.36852338910102844,0.47381654381752014,-0.005718688014894724,0.3970578610897064,0.4365233778953552,-0.04775872081518173,0.40398651361465454,0.516612708568573,-0.04812820255756378,0.4044750928878784,0.5808997750282288,-0.03262123093008995,0.3323291838169098,0.4892115592956543,-0.017737412825226784,0.36035096645355225,0.4305635392665863,-0.040296584367752075,0.38556596636772156,0.46006181836128235,-0.035224560648202896,0.4008115231990814,0.498370885848999,-0.022865232080221176,0.8365171551704407,0.9091521501541138,-0.3786730170249939,0.0,0.0,0.0,0.0,0.0,0.0,0.35696858167648315,0.916020929813385,-0.4389289319515228,0.19440922141075134,1.1855950355529785,-1.3955273628234863,0.36642447113990784,0.7339379191398621,-2.5196211338043213
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41269826889038086,0.6527849435806274,-1.9033437581583712e-07,0.4535176753997803,0.5898115634918213,-0.012205605395138264,0.46045058965682983,0.4959215819835663,-0.01339118741452694,0.44905972480773926,0.42532679438591003,-0.019252091646194458,0.435100793838501,0.3629046380519867,-0.02199656330049038,0.43543609976768494,0.45890557765960693,0.013358467258512974,0.462745726108551,0.3964715898036957,-0.01750212162733078,0.4729817509651184,0.4388573169708252,-0.03452499955892563,0.4742623567581177,0.48542430996894836,-0.03663714975118637,0.40497761964797974,0.4623386263847351,0.009120449423789978,0.4302632212638855,0.40403154492378235,-0.026180053129792213,0.4403511881828308,0.46586349606513977,-0.0376085489988327,0.4461814761161804,0.518408477306366,-0.03302827477455139,0.3711200952529907,0.4717877507209778,-0.0014654673868790269,0.39699846506118774,0.4402376413345337,-0.0422908216714859,0.4049646556377411,0.5190513730049133,-0.04521074518561363,0.4064805805683136,0.5808074474334717,-0.031121397390961647,0.33682259917259216,0.4885070323944092,-0.012631798163056374,0.3627527952194214,0.4317634105682373,-0.034935303032398224,0.38873156905174255,0.4570423662662506,-0.03138985484838486,0.40632352232933044,0.4915914833545685,-0.019946053624153137,0.8354266285896301,0.9092909097671509,-0.37758463621139526,0.0,0.0,0.0,0.0,0.0,0.0,0.357382595539093,0.91512131690979,-0.4563307762145996,0.1947435438632965,1.186294674873352,-1.3865773677825928,0.3705500364303589,0.7326337099075317,-2.4983556270599365
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42066672444343567,0.6529909372329712,-2.470092397288681e-07,0.46505433320999146,0.5946478843688965,-0.01825207844376564,0.4770195484161377,0.4941686689853668,-0.02107866294682026,0.4611910581588745,0.4192584455013275,-0.026365458965301514,0.44603192806243896,0.35305315256118774,-0.02845407836139202,0.4483621418476105,0.4480006694793701,0.006337572820484638,0.4791222810745239,0.38982802629470825,-0.02638932131230831,0.487648606300354,0.4345182180404663,-0.043785277754068375,0.487173855304718,0.48236674070358276,-0.04658879339694977,0.41527462005615234,0.45198574662208557,0.004763755947351456,0.44611960649490356,0.40336596965789795,-0.030803868547081947,0.4535154700279236,0.47440701723098755,-0.03902561962604523,0.4572419226169586,0.5326621532440186,-0.032690659165382385,0.38051164150238037,0.46358534693717957,-0.0037749658804386854,0.4149770438671112,0.4345386326313019,-0.04557253420352936,0.4203715920448303,0.5187755823135376,-0.04461519420146942,0.42082780599594116,0.5811940431594849,-0.02862153947353363,0.34482279419898987,0.48244065046310425,-0.013347101397812366,0.38224342465400696,0.4401063024997711,-0.039750147610902786,0.4008631706237793,0.49219590425491333,-0.03513876721262932,0.40823307633399963,0.5403466820716858,-0.022137755528092384,0.8343373537063599,0.9096283316612244,-0.3934559226036072,0.0,0.0,0.0,0.0,0.0,0.0,0.3536534905433655,0.914203405380249,-0.43141525983810425,0.19831237196922302,1.1895098686218262,-1.3799208402633667,0.3747006952762604,0.7435543537139893,-2.4764091968536377
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42335882782936096,0.6529704928398132,-2.407501824563951e-07,0.46667706966400146,0.5952047109603882,-0.019129954278469086,0.47583436965942383,0.4958092272281647,-0.023083539679646492,0.462207555770874,0.4181753098964691,-0.029395457357168198,0.4508665204048157,0.3495780825614929,-0.03218526393175125,0.44930022954940796,0.4487834870815277,0.006772434338927269,0.48190468549728394,0.39027029275894165,-0.02613651193678379,0.48952940106391907,0.4364680051803589,-0.04395468905568123,0.4869406223297119,0.4859171509742737,-0.04703587293624878,0.41604506969451904,0.4517161548137665,0.005819347221404314,0.44869035482406616,0.40482795238494873,-0.02946777455508709,0.45396772027015686,0.474070280790329,-0.03782128542661667,0.4542878270149231,0.5315549969673157,-0.03153625503182411,0.38121846318244934,0.4627285897731781,-0.002251954283565283,0.41715207695961,0.43747085332870483,-0.0425260104238987,0.4223293662071228,0.5186859965324402,-0.04076653718948364,0.42154812812805176,0.5771241188049316,-0.024578407406806946,0.3456883132457733,0.4812915325164795,-0.011609191074967384,0.3847392499446869,0.4470258951187134,-0.035474590957164764,0.40174299478530884,0.4995598793029785,-0.029789092019200325,0.4065750241279602,0.5437705516815186,-0.016499802470207214,0.8336443901062012,0.9106990694999695,-0.38107889890670776,0.0,0.0,0.0,0.89049232006073,0.9411870837211609,-2.245396852493286,0.35120224952697754,0.9139305353164673,-0.43758559226989746,0.19783718883991241,1.1897062063217163,-1.3777892589569092,0.3771821856498718,0.7455717325210571,-2.4718706607818604
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42690035700798035,0.6578376293182373,-2.555512423896289e-07,0.4699755311012268,0.6025686860084534,-0.023241089656949043,0.47969433665275574,0.5014030933380127,-0.028961293399333954,0.46507495641708374,0.42147621512413025,-0.03554007038474083,0.4537806212902069,0.351166307926178,-0.03787251561880112,0.4518809914588928,0.44724974036216736,0.0020929095335304737,0.48816782236099243,0.3892245590686798,-0.031927648931741714,0.4942081570625305,0.4403946101665497,-0.04943437501788139,0.4888472855091095,0.49332723021507263,-0.052432581782341,0.41759055852890015,0.45054587721824646,0.00330032198689878,0.4518122673034668,0.40760254859924316,-0.032194312661886215,0.4568854570388794,0.4805022180080414,-0.0391298271715641,0.456173837184906,0.5363510847091675,-0.03236127272248268,0.3828129470348358,0.462826669216156,-0.0031074609141796827,0.42129766941070557,0.4429584741592407,-0.04323533922433853,0.4230245053768158,0.524285078048706,-0.040648337453603745,0.4180285334587097,0.5782714486122131,-0.024842681363224983,0.3474014699459076,0.48290500044822693,-0.011119669303297997,0.39114928245544434,0.45726141333580017,-0.0353231318295002,0.402741402387619,0.5146154165267944,-0.030049078166484833,0.3997577428817749,0.5562064051628113,-0.01758667267858982,0.8361231684684753,0.9114258885383606,-0.4135773181915283,0.0,0.0,0.0,0.8904719352722168,0.9512718915939331,-2.2653422355651855,0.3529677987098694,0.9139249920845032,-0.44137564301490784,0.19765087962150574,1.191311240196228,-1.3680086135864258,0.3797641396522522,0.7454155683517456,-2.4671425819396973
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4299001097679138,0.6616951823234558,-2.74008812084503e-07,0.4725499451160431,0.6021609902381897,-0.020629387348890305,0.48465490341186523,0.5017894506454468,-0.025693099945783615,0.47287309169769287,0.4206088185310364,-0.03280112147331238,0.4605814516544342,0.3502202033996582,-0.036146339029073715,0.4507884979248047,0.44541317224502563,0.004938870202749968,0.4898691177368164,0.3892887234687805,-0.0312725193798542,0.49934521317481995,0.43932560086250305,-0.05102629214525223,0.4974156618118286,0.4921688139438629,-0.05524948611855507,0.4165634214878082,0.4484633803367615,0.00448483694344759,0.45480647683143616,0.41089192032814026,-0.03361658751964569,0.45895618200302124,0.486331969499588,-0.0416797436773777,0.45823848247528076,0.5463893413543701,-0.035055868327617645,0.38272008299827576,0.4605899155139923,-0.003693856531754136,0.42796590924263,0.44681817293167114,-0.045072827488183975,0.4278947114944458,0.5310724973678589,-0.04218351095914841,0.42242997884750366,0.5885053277015686,-0.025684252381324768,0.3484078049659729,0.4809795320034027,-0.013571727089583874,0.3963468670845032,0.46349483728408813,-0.037831373512744904,0.40366384387016296,0.5214310884475708,-0.032709892839193344,0.3963029086589813,0.5620689988136292,-0.020140014588832855,0.8398188352584839,0.9112581610679626,-0.4383091330528259,0.0,0.0,0.0,0.8961554765701294,0.9487050771713257,-2.3769304752349854,0.3544967770576477,0.9138222336769104,-0.4620552957057953,0.19473175704479218,1.1897826194763184,-1.3862308263778687,0.38255059719085693,0.7485781311988831,-2.4859557151794434
T02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4293859302997589,0.6642065048217773,-3.0985165722086094e-07,0.47481396794319153,0.6058854460716248,-0.02239789441227913,0.4868493974208832,0.5019639134407043,-0.027368200942873955,0.47375577688217163,0.4191875457763672,-0.0340043306350708,0.46227216720581055,0.3485792279243469,-0.03670932725071907,0.45421305298805237,0.4456872045993805,0.004672121722251177,0.49259883165359497,0.388661652803421,-0.031827040016651154,0.5000659823417664,0.4408099055290222,-0.05188103765249252,0.49736568331718445,0.49674469232559204,-0.056262534111738205,0.4192519783973694,0.4493735134601593,0.005131166893988848,0.45612725615501404,0.41082271933555603,-0.03420478105545044,0.45877352356910706,0.48819082975387573,-0.04284704476594925,0.4580528140068054,0.5507494211196899,-0.03615623712539673,0.38466036319732666,0.4618854522705078,-0.0024258513003587723,0.42927995324134827,0.44694116711616516,-0.04399216175079346,0.4284704625606537,0.5316710472106934,-0.04133911058306694,0.4228293001651764,0.590048611164093,-0.024875305593013763,0.3497661352157593,0.48169660568237305,-0.011873585171997547,0.3974578380584717,0.46309009194374084,-0.035239581018686295,0.4032246172428131,0.5193129777908325,-0.02996656857430935,0.3942614197731018,0.558849036693573,-0.017461199313402176,0.8402761220932007,0.9112433791160583,-0.48056307435035706,0.0,0.0,0.0,0.8943766355514526,0.9478110671043396,-2.367948055267334,0.3554413914680481,0.9133579134941101,-0.49848049879074097,0.19355171918869019,1.1818057298660278,-1.4114155769348145,0.3877904713153839,0.7481946349143982,-2.4957985877990723
