label,L_x0,L_y0,L_z0,L_x1,L_y1,L_z1,L_x2,L_y2,L_z2,L_x3,L_y3,L_z3,L_x4,L_y4,L_z4,L_x5,L_y5,L_z5,L_x6,L_y6,L_z6,L_x7,L_y7,L_z7,L_x8,L_y8,L_z8,L_x9,L_y9,L_z9,L_x10,L_y10,L_z10,L_x11,L_y11,L_z11,L_x12,L_y12,L_z12,L_x13,L_y13,L_z13,L_x14,L_y14,L_z14,L_x15,L_y15,L_z15,L_x16,L_y16,L_z16,L_x17,L_y17,L_z17,L_x18,L_y18,L_z18,L_x19,L_y19,L_z19,L_x20,L_y20,L_z20,R_x0,R_y0,R_z0,R_x1,R_y1,R_z1,R_x2,R_y2,R_z2,R_x3,R_y3,R_z3,R_x4,R_y4,R_z4,R_x5,R_y5,R_z5,R_x6,R_y6,R_z6,R_x7,R_y7,R_z7,R_x8,R_y8,R_z8,R_x9,R_y9,R_z9,R_x10,R_y10,R_z10,R_x11,R_y11,R_z11,R_x12,R_y12,R_z12,R_x13,R_y13,R_z13,R_x14,R_y14,R_z14,R_x15,R_y15,R_z15,R_x16,R_y16,R_z16,R_x17,R_y17,R_z17,R_x18,R_y18,R_z18,R_x19,R_y19,R_z19,R_x20,R_y20,R_z20,L_xshoulder,L_yshoulder,L_zshoulder,L_xelbow,L_yelbow,L_zelbow,L_xwrist,L_ywrist,L_zwrist,R_xshoulder,R_yshoulder,R_zshoulder,R_xelbow,R_yelbow,R_zelbow,R_xwrist,R_ywrist,R_zwrist
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40086138248443604,0.7655894756317139,-2.071170399631228e-07,0.46178561449050903,0.7215868234634399,-0.019007612019777298,0.47914549708366394,0.6092098355293274,-0.019974665716290474,0.4391053020954132,0.5465333461761475,-0.02188813127577305,0.39068472385406494,0.553678035736084,-0.021165065467357635,0.45134785771369934,0.5350636839866638,0.005220548249781132,0.4580872058868408,0.4520397484302521,-0.01641896180808544,0.47632816433906555,0.4784910976886749,-0.03572654351592064,0.4750541150569916,0.5280227661132812,-0.04446735233068466,0.4134432375431061,0.5292836427688599,0.0035983261186629534,0.4051293432712555,0.4282112121582031,-0.014309885911643505,0.42813780903816223,0.45912912487983704,-0.030788319185376167,0.43278560042381287,0.5156890749931335,-0.03708336874842644,0.38010111451148987,0.5392667055130005,-0.002902758540585637,0.36443471908569336,0.44406628608703613,-0.019336042925715446,0.39060723781585693,0.4639887809753418,-0.031687863171100616,0.3988475799560547,0.5158012509346008,-0.03538373485207558,0.34581002593040466,0.5577692985534668,-0.011623022146522999,0.3389860987663269,0.482327401638031,-0.024513855576515198,0.36263278126716614,0.48594674468040466,-0.030979154631495476,0.3757353723049164,0.5191885232925415,-0.03321344405412674,0.8340276479721069,1.0125750303268433,-0.005202176049351692,0.0,0.0,0.0,0.0,0.0,0.0,0.4026489853858948,1.0017307996749878,-0.09914006292819977,0.22209998965263367,1.3115170001983643,-0.9689439535140991,0.3857952654361725,0.802147626876831,-2.0907154083251953
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3977271318435669,0.7637283205986023,-1.7774169691620045e-07,0.4552481174468994,0.7189098596572876,-0.014731120318174362,0.47469866275787354,0.6085765361785889,-0.01565992645919323,0.43763068318367004,0.5392895340919495,-0.017994005233049393,0.3882727324962616,0.548500657081604,-0.017965728417038918,0.45153865218162537,0.5301278233528137,0.0027401926927268505,0.45937296748161316,0.44846081733703613,-0.01688854955136776,0.4766077995300293,0.4721820056438446,-0.03484347090125084,0.47387683391571045,0.518736720085144,-0.04333114996552467,0.41362738609313965,0.5223944187164307,-0.0007047269609756768,0.40617334842681885,0.41845881938934326,-0.014289100654423237,0.4291670322418213,0.4489983320236206,-0.02626345306634903,0.43082505464553833,0.504824697971344,-0.030904509127140045,0.3797561824321747,0.5320326685905457,-0.008098328486084938,0.3641585409641266,0.4351530075073242,-0.01900375820696354,0.39112257957458496,0.4584004282951355,-0.02565835975110531,0.39710506796836853,0.5080863237380981,-0.027265166863799095,0.3447396159172058,0.5515713095664978,-0.017699358984827995,0.3362605571746826,0.47390279173851013,-0.02563377283513546,0.3596123158931732,0.48075583577156067,-0.027385946363210678,0.3708571195602417,0.5162346363067627,-0.027306662872433662,0.830292820930481,1.011224627494812,-0.26178038120269775,0.0,0.0,0.0,0.0,0.0,0.0,0.40092262625694275,1.0072587728500366,-0.2781028151512146,0.22542372345924377,1.2520607709884644,-1.2438346147537231,0.38559791445732117,0.8021315932273865,-2.183628559112549
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40026751160621643,0.767270565032959,-2.34848201330351e-07,0.46039724349975586,0.7199230790138245,-0.01254244614392519,0.47894614934921265,0.6107816696166992,-0.01217717956751585,0.439990758895874,0.5393689870834351,-0.013846754096448421,0.39024868607521057,0.5509867072105408,-0.013133913278579712,0.45587649941444397,0.532130241394043,0.005701251327991486,0.46463698148727417,0.45095640420913696,-0.011212365701794624,0.4789654016494751,0.48252609372138977,-0.027188532054424286,0.4766181707382202,0.530754029750824,-0.03530672937631607,0.4184574484825134,0.524456799030304,0.0016802501631900668,0.4128132462501526,0.4230853021144867,-0.011364421807229519,0.4337548017501831,0.45706906914711,-0.022781889885663986,0.43661484122276306,0.5137782692909241,-0.026878967881202698,0.3845278322696686,0.5346004962921143,-0.006040152627974749,0.36870577931404114,0.4377392530441284,-0.015352626331150532,0.395110160112381,0.4608421325683594,-0.021959437057375908,0.4031829535961151,0.5109543800354004,-0.02367444522678852,0.35009196400642395,0.5544574856758118,-0.01593342237174511,0.3396275043487549,0.47916659712791443,-0.021348601207137108,0.3620659410953522,0.4816710650920868,-0.02321147359907627,0.37581565976142883,0.5125978589057922,-0.02373640052974224,0.8283971548080444,1.008994460105896,-0.3554864525794983,0.0,0.0,0.0,0.0,0.0,0.0,0.40356558561325073,1.0071966648101807,-0.2177414894104004,0.2449844777584076,1.2281137704849243,-1.1355587244033813,0.39011260867118835,0.796439528465271,-1.9369666576385498
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40000808238983154,0.7696729898452759,-2.033078203567129e-07,0.45876047015190125,0.7224363088607788,-0.014221861027181149,0.4781431257724762,0.6123567819595337,-0.015210714191198349,0.4377502202987671,0.541856586933136,-0.01781328022480011,0.3875075578689575,0.5519818067550659,-0.0179816335439682,0.4554470181465149,0.5343853831291199,0.0029345895163714886,0.4645683169364929,0.45086145401000977,-0.015846697613596916,0.48058995604515076,0.48247030377388,-0.033350855112075806,0.47721779346466064,0.532128632068634,-0.042100027203559875,0.41737839579582214,0.5271085500717163,-0.0009671701118350029,0.4108753502368927,0.4219023287296295,-0.014709238894283772,0.43417271971702576,0.45580118894577026,-0.027475940063595772,0.4369485378265381,0.5133619904518127,-0.03277871757745743,0.38303855061531067,0.5374255180358887,-0.0086875781416893,0.3662799596786499,0.4392862915992737,-0.018945900723338127,0.3943466544151306,0.46264246106147766,-0.026998156681656837,0.4025200605392456,0.5135524868965149,-0.02979346178472042,0.3481348752975464,0.5576226711273193,-0.018605919554829597,0.338426411151886,0.48044657707214355,-0.0252895038574934,0.3618999421596527,0.48467010259628296,-0.028155235573649406,0.37506523728370667,0.517818808555603,-0.02940741367638111,0.8161895871162415,1.0042792558670044,-0.3000716269016266,0.0,0.0,0.0,0.0,0.0,0.0,0.40363019704818726,1.0070561170578003,-0.22380414605140686,0.251333087682724,1.2299622297286987,-1.1063268184661865,0.3901681900024414,0.7983070611953735,-1.867375373840332
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4002550542354584,0.7667962312698364,-2.1983056797125755e-07,0.4595104455947876,0.7191724181175232,-0.012591222301125526,0.47847363352775574,0.6076527833938599,-0.01272562425583601,0.4399733543395996,0.5378390550613403,-0.014851379208266735,0.3902794420719147,0.5428116917610168,-0.014622645452618599,0.4545811116695404,0.5294821858406067,0.0035198612604290247,0.46322646737098694,0.44651466608047485,-0.015741173177957535,0.47959497570991516,0.4778156280517578,-0.033650949597358704,0.47564640641212463,0.5273110866546631,-0.042498379945755005,0.4166240990161896,0.5219780206680298,-0.0009645167738199234,0.40915024280548096,0.416734516620636,-0.014618519693613052,0.4328734576702118,0.44976353645324707,-0.027304379269480705,0.43573716282844543,0.5071859359741211,-0.03261186555027962,0.3826518654823303,0.5318155288696289,-0.009174366481602192,0.3653152883052826,0.4336726665496826,-0.01900334469974041,0.3933713138103485,0.4565974473953247,-0.0265957098454237,0.40163588523864746,0.5072829723358154,-0.029261553660035133,0.34837692975997925,0.5513588190078735,-0.01948767527937889,0.33773207664489746,0.4752051830291748,-0.026051543653011322,0.360885888338089,0.4788506031036377,-0.028936196118593216,0.3742341995239258,0.5115346312522888,-0.03022085875272751,0.8154132962226868,1.0041240453720093,-0.13396868109703064,0.0,0.0,0.0,0.0,0.0,0.0,0.38950350880622864,1.0051699876785278,-0.23907336592674255,0.24966605007648468,1.2371560335159302,-1.189465880393982,0.3901270031929016,0.7935351133346558,-2.05586576461792
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40270212292671204,0.7688705921173096,-2.3460835052446782e-07,0.46138274669647217,0.7196855545043945,-0.01195826381444931,0.4791385233402252,0.6094968318939209,-0.012061242014169693,0.4400867819786072,0.539501965045929,-0.014359130524098873,0.39045655727386475,0.5479421615600586,-0.014183033257722855,0.45662716031074524,0.5303505659103394,0.004788185469806194,0.46451234817504883,0.4464660882949829,-0.013726362027227879,0.4810711741447449,0.4789661169052124,-0.030761562287807465,0.47828078269958496,0.5284311771392822,-0.03921845555305481,0.4191173017024994,0.5238799452781677,-5.968771438347176e-05,0.4114021062850952,0.4195466637611389,-0.014059903100132942,0.43493273854255676,0.4539158046245575,-0.025922659784555435,0.4377261698246002,0.5116786956787109,-0.030330492183566093,0.38486242294311523,0.5347040891647339,-0.008609777316451073,0.3673824965953827,0.436838835477829,-0.01843179576098919,0.39533302187919617,0.4606465995311737,-0.02454211935400963,0.40333059430122375,0.511141300201416,-0.025898169726133347,0.3499632775783539,0.5550806522369385,-0.019323812797665596,0.33840930461883545,0.47882044315338135,-0.025325732305645943,0.36136192083358765,0.4815843105316162,-0.027026092633605003,0.374796599149704,0.512246310710907,-0.027319513261318207,0.8158334493637085,1.0042496919631958,-0.08804851770401001,0.0,0.0,0.0,0.0,0.0,0.0,0.39004889130592346,1.0037412643432617,-0.2577216625213623,0.2678597569465637,1.1468586921691895,-1.2291380167007446,0.39314621686935425,0.7843581438064575,-2.1507527828216553
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025639593601227,0.7712913751602173,-2.3452470543361414e-07,0.4610448479652405,0.7236433029174805,-0.012544777244329453,0.4793171286582947,0.6120871305465698,-0.01257437001913786,0.4422120749950409,0.5414903163909912,-0.01468205638229847,0.39230918884277344,0.5521464943885803,-0.014360994100570679,0.4564397931098938,0.534138023853302,0.003957088105380535,0.4644000828266144,0.45024746656417847,-0.014678147621452808,0.48098522424697876,0.4825659692287445,-0.03178201615810394,0.47813504934310913,0.5317827463150024,-0.04036105051636696,0.4190143048763275,0.5279902219772339,-0.0007893105503171682,0.4114289879798889,0.42269691824913025,-0.015224591828882694,0.4349457025527954,0.45638108253479004,-0.02727990411221981,0.4377457797527313,0.5138369798660278,-0.031807828694581985,0.38498514890670776,0.5389033555984497,-0.009298902004957199,0.367715984582901,0.4408589005470276,-0.01971273124217987,0.3955972492694855,0.4640023708343506,-0.026400769129395485,0.4034193754196167,0.5139755606651306,-0.028166648000478745,0.35021379590034485,0.558975338935852,-0.020016761496663094,0.33936911821365356,0.4828358292579651,-0.026530491188168526,0.36197638511657715,0.4860070049762726,-0.028767021372914314,0.3746011555194855,0.5163905024528503,-0.02957840822637081,0.8163225054740906,1.0096070766448975,-0.11406449228525162,0.0,0.0,0.0,0.0,0.0,0.0,0.38463908433914185,1.0037132501602173,-0.29606160521507263,0.266375333070755,1.2112947702407837,-1.2728416919708252,0.3940167725086212,0.7865946888923645,-2.2438366413116455
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4027864336967468,0.7701478004455566,-2.1314376397185697e-07,0.46118444204330444,0.7221894264221191,-0.013449963182210922,0.4793227016925812,0.6098136305809021,-0.014002010226249695,0.4414348602294922,0.5405941605567932,-0.016465308144688606,0.3921637237071991,0.5466176867485046,-0.016534168273210526,0.4552142918109894,0.5333752036094666,0.0017438788199797273,0.4637378752231598,0.449554979801178,-0.018907999619841576,0.4812699556350708,0.4809226989746094,-0.037452228367328644,0.47814464569091797,0.531880259513855,-0.046320922672748566,0.4177672564983368,0.5265930891036987,-0.0025040835607796907,0.4099142551422119,0.4208669364452362,-0.017702365294098854,0.43437570333480835,0.4516497254371643,-0.030825363472104073,0.4378511309623718,0.5109331011772156,-0.035845812410116196,0.3839648962020874,0.5374964475631714,-0.01062824111431837,0.3655765950679779,0.43894287943840027,-0.021674204617738724,0.3939945697784424,0.45802125334739685,-0.030032826587557793,0.40328678488731384,0.5089578628540039,-0.032713331282138824,0.3492494523525238,0.5581343173980713,-0.020908202975988388,0.337875634431839,0.4823266863822937,-0.028747987002134323,0.36104318499565125,0.48351722955703735,-0.0328078456223011,0.37529659271240234,0.5149739980697632,-0.03453779220581055,0.814356803894043,1.011142611503601,-0.16547289490699768,0.0,0.0,0.0,0.0,0.0,0.0,0.39018335938453674,1.0035231113433838,-0.26624342799186707,0.2926939129829407,1.088300108909607,-1.2213473320007324,0.39451757073402405,0.7708724141120911,-2.0417330265045166
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4013933837413788,0.7691808938980103,-2.3067759968853352e-07,0.45974257588386536,0.7212483882904053,-0.013293853960931301,0.47813040018081665,0.6089511513710022,-0.013866361230611801,0.43933647871017456,0.5385902523994446,-0.01632881909608841,0.38932302594184875,0.5441919565200806,-0.016253458335995674,0.45355185866355896,0.5308324694633484,0.002224926371127367,0.4630923271179199,0.446181058883667,-0.017678892239928246,0.47996044158935547,0.47954413294792175,-0.035635121166706085,0.4760417938232422,0.5302065014839172,-0.04439755156636238,0.415787935256958,0.5237793326377869,-0.002240316476672888,0.40905022621154785,0.4170739948749542,-0.016500817611813545,0.43311941623687744,0.45122039318084717,-0.028533363714814186,0.4360160231590271,0.5097271800041199,-0.03312011808156967,0.3819403648376465,0.5343362092971802,-0.010524097830057144,0.36452361941337585,0.4336606562137604,-0.020991232246160507,0.39280879497528076,0.45687025785446167,-0.027770301327109337,0.40078872442245483,0.5083358883857727,-0.029658326879143715,0.34727412462234497,0.5547792315483093,-0.02096702717244625,0.3379577100276947,0.4763392508029938,-0.02833855152130127,0.36130595207214355,0.48174405097961426,-0.030629539862275124,0.3735417425632477,0.5169750452041626,-0.0311879925429821,0.811817467212677,1.013913631439209,-0.2789868712425232,0.0,0.0,0.0,0.0,0.0,0.0,0.3904888331890106,1.0035029649734497,-0.25215476751327515,0.31352317333221436,1.073225736618042,-1.2109553813934326,0.3944780230522156,0.7672972083091736,-1.9679317474365234
E01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40136051177978516,0.7675280570983887,-2.207651448316028e-07,0.45894578099250793,0.7182837724685669,-0.012874092906713486,0.47640591859817505,0.605503499507904,-0.013344189152121544,0.43936944007873535,0.5355755090713501,-0.015842238441109657,0.3895423114299774,0.5417914390563965,-0.015882093459367752,0.4528825581073761,0.527339518070221,0.002756313653662801,0.46109679341316223,0.44393929839134216,-0.017583301290869713,0.4793715476989746,0.4746926724910736,-0.0360143780708313,0.47644251585006714,0.5247861742973328,-0.04489965736865997,0.4154549837112427,0.5200334787368774,-0.0019738406408578157,0.4069737493991852,0.41434985399246216,-0.016226939857006073,0.4320622682571411,0.44632959365844727,-0.028197389096021652,0.43513035774230957,0.505229115486145,-0.032645102590322495,0.38162386417388916,0.5307139158248901,-0.01057438924908638,0.3631592094898224,0.4321058988571167,-0.0209745392203331,0.3918311893939972,0.453876256942749,-0.027530651539564133,0.3997514247894287,0.5051096677780151,-0.029174964874982834,0.3469747006893158,0.5512294173240662,-0.02136518806219101,0.33682435750961304,0.4738365113735199,-0.028698278591036797,0.3600492775440216,0.4788927435874939,-0.030809152871370316,0.3721967935562134,0.5142618417739868,-0.03111089952290058,0.8119958639144897,1.0176634788513184,-0.23529455065727234,0.0,0.0,0.0,0.0,0.0,0.0,0.3906002640724182,1.003618597984314,-0.24751731753349304,0.307495653629303,1.074553370475769,-1.201544165611267,0.3927537798881531,0.7628285884857178,-2.0327484607696533
